lag,lead_media,lag_media,influence,p
1,17,50,0.10840438253707833,4.3784528368326836e-12
1,17,64,-0.022196296425740582,0.10126395286137689
1,17,66,0.012475799492988415,0.06874684917687157
1,17,68,0.024563421174966432,0.055343797301715715
1,17,73,0.13773612534345162,4.35146616067735e-19
1,17,103,0.1157209599175858,5.788234081098153e-13
1,17,136,-0.02855544461138339,0.048637788711923445
1,17,215,0.11305732284796895,5.7401356272207975e-12
1,17,258,7.289345329339012e-4,0.9450127760537124
1,17,275,-0.05646420953918836,0.09355164838197177
1,17,394,0.009125182549567254,0.6148758657536488
1,17,410,0.10177332752103194,1.8619880810735727e-13
1,17,435,0.025291301447554985,0.09357586769585494
1,17,441,0.050171962176359386,2.012280000419602e-6
1,17,449,0.018922530948457028,0.045645204567117355
1,17,467,0.03971509403373223,0.0014689298501201163
1,17,490,-0.06419624657217003,8.504904499338941e-6
1,17,537,-0.1036915808302298,0.0012450823232299242
1,17,624,0.01857829646959074,0.034363549235767385
1,17,625,-0.07398566355006216,2.005200269031919e-8
1,17,650,0.04765024380993282,4.548814768781006e-4
1,17,680,0.09935563880094957,1.6259882829949878e-14
1,17,684,-0.04067207791097231,1.076459552750058e-8
1,17,688,-0.05136187769174213,4.333918258392978e-4
1,17,694,-0.07045578086974345,6.246346675886799e-6
1,17,696,0.02944540600848983,0.013288618774898571
1,17,750,0.03175327983722541,6.404539905754501e-4
1,17,777,0.0398975366988162,0.034674479883555945
1,50,17,0.009951110707091346,0.35290163208279224
1,50,64,-0.05844212734665212,5.244971744938512e-9
1,50,66,-0.0016162776622052775,0.7530822470757793
1,50,68,-0.006283498157351863,0.44201912326766724
1,50,73,0.02280651747036472,0.01746601612492639
1,50,103,0.021131441419322838,0.056167278084210605
1,50,136,-0.06310062778850609,6.635863923686894e-12
1,50,215,-0.019989826346383164,0.04804465683855999
1,50,258,-0.03185648843651985,1.448701199143447e-4
1,50,275,-0.08616501940143413,3.124956781990286e-4
1,50,394,-0.09443849503153039,3.949825230956767e-13
1,50,410,0.015385685513215508,0.08432397796042233
1,50,435,-0.01833244114682969,0.07645819341776779
1,50,441,0.009899446911325346,0.1840102837391454
1,50,449,-8.985431335499991e-4,0.8987014049016964
1,50,467,0.014794529897871994,0.12574236070181088
1,50,490,-0.09355790989363122,6.69130254551416e-17
1,50,537,-0.1503422595549928,1.5898105179188058e-14
1,50,624,0.09745714089337677,5.119524900865549e-25
1,50,625,-0.11483936231750427,2.0576400877191627e-33
1,50,650,0.017861612988717784,0.07327856068887378
1,50,680,-0.007613897871023199,0.35489546168307373
1,50,684,-0.003915382391968665,0.5082439339605511
1,50,688,-0.06793086060285708,1.7285568691385454e-9
1,50,694,-0.11383306910124254,9.509094295776454e-23
1,50,696,-0.03807327826633843,2.1652144579016408e-5
1,50,750,0.0312136037477892,1.4593946158154655e-5
1,50,777,-0.03093594530207054,0.04683521363574882
1,64,17,-0.02935408130847228,0.0014246422715582074
1,64,50,-0.05471328062524523,2.6024366045502098e-11
1,64,66,-0.01959930322711932,9.308070179025129e-6
1,64,68,-0.018466957702130537,0.01830193293152594
1,64,73,-0.030451928843307555,4.4950641842279263e-4
1,64,103,-0.04061471725871879,1.4650291950744123e-5
1,64,136,0.11340538766650625,2.336903046343778e-26
1,64,215,0.050102323263125206,1.758685562838136e-6
1,64,258,-0.006969936620622995,0.31888650058552465
1,64,275,0.17544517667441367,2.7933737672876293e-12
1,64,394,0.012499295848099671,0.2946162751129591
1,64,410,-0.05210085535431804,1.487921291465563e-11
1,64,435,0.00924569192395146,0.4128734900900426
1,64,441,-0.0034052520779930123,0.5723923758613548
1,64,449,-0.014430517731133151,0.02031599217620822
1,64,467,-0.026789242707007443,2.1842819682375448e-4
1,64,490,0.05607907347790399,4.324228874964134e-7
1,64,537,0.13664567205238023,1.724228062148915e-7
1,64,624,-0.03441714435970218,2.1682847769545303e-11
1,64,625,0.05469186301427975,7.695832242190609e-7
1,64,650,-0.04119006121978491,1.1552625478346161e-7
1,64,680,-0.029755013038135235,1.8113117769900578e-4
1,64,684,-0.02882785174426394,1.059906319018208e-8
1,64,688,-0.00726678938571312,0.4875873683272053
1,64,694,0.1552080171682347,8.461405854655548e-23
1,64,696,-0.008016408646071319,0.32546951387150913
1,64,750,-0.020559065153550295,1.4769465329140264e-4
1,64,777,8.034873149436559e-4,0.9489573281845081
1,66,17,-0.08663482229269596,0.003354438961778515
1,66,50,-0.024044615756472477,0.45124620738552734
1,66,64,-0.14426384901253694,2.8392698128329365e-7
1,66,68,0.018609013677581176,0.5581397399075171
1,66,73,-0.048605468929018465,0.07582609920543437
1,66,103,-0.009952986011175292,0.7433468671277819
1,66,136,-0.10159319040782641,3.122798732959232e-4
1,66,215,-0.1355787067706499,3.7706381669134544e-6
1,66,258,0.010922526291089123,0.6599807545311661
1,66,275,-0.05464369755325316,0.3518706046344908
1,66,394,-0.1639493553649813,2.0010988673926697e-5
1,66,410,-0.04742244292212184,0.05705530552031829
1,66,435,-0.049923891110326774,0.05932887698101454
1,66,441,0.027157389042082918,0.21582195727004838
1,66,449,-6.551137153755838e-4,0.9750358161025365
1,66,467,-0.03261521323405489,0.22150707775571035
1,66,490,-0.08026060184361725,0.017537545252261255
1,66,537,-0.25030835507465227,1.6619802854165217e-4
1,66,624,0.03209721492028279,0.15174787963015932
1,66,625,-0.08106820016095197,0.005781817879556197
1,66,650,0.0412761640076895,0.15378941872562424
1,66,680,-0.0432779896056864,0.08438466776881527
1,66,684,-0.049222270366226756,0.009629868057913351
1,66,688,0.014717381570305286,0.6484052579617052
1,66,694,-0.12057423479027171,6.540085977887083e-4
1,66,696,-0.01537115095673919,0.5513376713924953
1,66,750,0.03087265459106015,0.13060229372683607
1,66,777,-0.11560215443205078,0.014741393115957103
1,68,17,-0.008420028304097328,0.51431129729123
1,68,50,0.020380562064633404,0.1460699166835833
1,68,64,-0.03992527940638508,3.0946932893147184e-4
1,68,66,0.006640173460706661,0.37840585005156446
1,68,73,0.004791731933102464,0.6813101497772529
1,68,103,0.020225228350435637,0.1528272470065413
1,68,136,-0.028286012396915142,0.01379155595342027
1,68,215,-0.017968095879156484,0.17570433392162915
1,68,258,0.02494734728713944,0.013169907372979824
1,68,275,-0.02352119827833252,0.38177838444869083
1,68,394,-0.05520688648388879,6.291805104103817e-5
1,68,410,3.682145195251417e-5,0.9975242523293113
1,68,435,-0.002773910969452657,0.8204243095688711
1,68,441,0.022574049372789888,0.009653400156474536
1,68,449,-0.006262932518785584,0.5052519065486625
1,68,467,0.005595714434560913,0.6413638785630877
1,68,490,-0.054028552058335275,8.337288362973644e-7
1,68,537,-0.026600610482900133,0.3536488169007038
1,68,624,0.016073563301884884,0.0408722343194516
1,68,625,-0.04212106316182132,8.287743919783393e-5
1,68,650,0.042577960771307495,4.206575263151935e-4
1,68,680,0.007421753022264318,0.523733548607263
1,68,684,-0.01158653948042294,0.15041343344947858
1,68,688,-0.033703575837331835,0.023022250871313484
1,68,694,-0.050844678443785506,1.3003265596000358e-5
1,68,696,-0.015630194812928374,0.1574653766168306
1,68,750,0.01087998186837446,0.22435233607889787
1,68,777,0.0032625381232398182,0.8655166083688113
1,73,17,0.08394215856888773,3.462294885112063e-7
1,73,50,0.055801775250005944,0.0012592520918966483
1,73,64,-0.046808928777289496,9.905437945231948e-4
1,73,66,0.002580537979500438,0.7219723979722159
1,73,68,0.01911052899096804,0.1306173369698979
1,73,103,0.06751511621932756,4.6061312689352545e-5
