lag,lead_media,lag_media,influence,p
-1,17,50,0.02077440282181333,0.22699363529227268
-1,17,64,-0.06311310614248075,3.121356063694409e-5
-1,17,66,-0.05097234072724738,3.1533981180270603e-9
-1,17,68,-0.02098001227539065,0.18477475069608154
-1,17,73,0.04271633242953334,0.02156050151887154
-1,17,103,0.0015082838945696584,0.9382002480318776
-1,17,136,-0.09679527731909277,9.132100035017075e-12
-1,17,215,0.014343137821457826,0.40295895127927905
-1,17,258,-0.05433323018646843,1.196227084092828e-5
-1,17,275,-0.09664863637582867,3.069912669424924e-4
-1,17,394,-0.08718113628120325,4.586754451175007e-6
-1,17,410,0.03619816503813389,0.029643892992087806
-1,17,435,-0.05418814314768328,0.0018031609606961516
-1,17,441,-0.013142812319112438,0.2504515718172871
-1,17,449,-0.025539631012169047,0.02188048993171938
-1,17,467,-0.039009700813226134,0.00678687777156977
-1,17,490,-0.11865242714352492,7.641043652763546e-26
-1,17,537,-0.14405176076623688,4.260200002685728e-8
-1,17,624,-0.036644425268665966,6.415558882041205e-5
-1,17,625,-0.10266840019771188,3.780083266076532e-17
-1,17,650,-0.06688225569443892,9.402240202332443e-7
-1,17,680,0.026485635672007568,0.10027522570464495
-1,17,684,-0.03485950886703644,1.1376090511429209e-5
-1,17,688,-0.15867563291703762,1.5187480558455737e-22
-1,17,694,-0.10418865129961821,1.6901577840399314e-14
-1,17,696,-0.036662980504457016,0.016199662652129142
-1,17,750,-0.06351448181327231,7.5720198427823e-9
-1,17,777,0.027598873706068314,0.14288691915320065
-1,50,17,0.012141997249509645,0.37425440586564396
-1,50,64,-0.06360548990222124,5.775623243696221e-10
-1,50,66,-0.008381438804513537,0.2562693304003801
-1,50,68,0.02416211733178747,0.04191954783033426
-1,50,73,-0.012680905940108032,0.32314460334940864
-1,50,103,0.009497896744890327,0.5294189811436665
-1,50,136,-0.05430867884676695,1.6548808630970428e-7
-1,50,215,-0.015994750913807174,0.18626533253140198
-1,50,258,-0.02654883305117332,0.007994197460861429
-1,50,275,-0.06198602459028548,2.578520716704732e-4
-1,50,394,-0.0768076421102774,6.033921807899694e-9
-1,50,410,-0.003623659939244043,0.7777836709861573
-1,50,435,-0.026068187184008933,0.05439257584682261
-1,50,441,0.005598358292720576,0.5469273128338281
-1,50,449,-0.023421654693966558,0.006397226179899695
-1,50,467,0.007708304317379135,0.5324613921774186
-1,50,490,-0.09281985348532827,8.170260970704758e-25
-1,50,537,-0.09428291973177871,1.5954043017611293e-8
-1,50,624,0.08063220035760656,5.1927668404891756e-12
-1,50,625,-0.09588144529579609,3.3102902878251466e-26
-1,50,650,-0.007978938435025033,0.5002841960681288
-1,50,680,-0.008851423983215334,0.4852163361898648
-1,50,684,0.007037021170224305,0.3634221948588291
-1,50,688,-0.06923613398670836,1.0861704217312669e-6
-1,50,694,-0.0915864975714607,2.6666550363834704e-18
-1,50,696,-0.04143687956714775,3.5716111054482567e-4
-1,50,750,0.018799798379408466,0.0893411297953478
-1,50,777,-0.021409658739952583,0.1383215906429054
-1,64,17,0.04228640006000874,5.2536558561049464e-5
-1,64,50,-0.015004708516418351,0.09352624430039848
-1,64,66,0.0061461381188432,0.2596878775581427
-1,64,68,0.014698848311644612,0.09020692352571086
-1,64,73,0.03948813933275898,1.0470946641053678e-4
-1,64,103,0.023712645975055048,0.02121484879581669
-1,64,136,0.14666336849481085,1.1761090898569575e-30
-1,64,215,0.08953659389304193,1.2706554606043581e-16
-1,64,258,0.04176891141991623,6.604156469351182e-7
-1,64,275,0.14463728203392795,7.684454058388919e-12
-1,64,394,0.11381588720855869,1.6463404929092625e-16
-1,64,410,0.031538774029763295,8.29364472996084e-4
-1,64,435,0.041102377798613705,2.980684771452007e-4
-1,64,441,0.024870426528759104,2.532949157198267e-4
-1,64,449,0.02291197508038071,7.569512052051333e-4
-1,64,467,0.02893111866813212,4.895950579745645e-4
-1,64,490,0.09996613689953424,5.502437999844743e-23
-1,64,537,0.1390930415398793,2.878649475905586e-10
-1,64,624,-0.003771023629419599,0.5172514751740881
-1,64,625,0.12608276891320427,2.1755580550421285e-29
-1,64,650,1.9936278797519607e-4,0.9822812721761982
-1,64,680,0.03454417967265892,2.8015102590596945e-4
-1,64,684,0.00506465383266183,0.3286675839967096
-1,64,688,0.06727189529458688,7.975487861384814e-9
-1,64,694,0.1623418994871908,1.3896697891969078e-28
-1,64,696,0.057447665403572115,2.1833468431226084e-9
-1,64,750,-0.0034724366766859965,0.6106484575603623
-1,64,777,0.019588082977410166,0.11990769666934363
-1,66,17,-0.18504215086398929,2.2385984757466166e-7
-1,66,50,-0.06897951227310221,0.03087630824768603
-1,66,64,-0.09773229141525827,4.148200445026363e-5
-1,66,68,0.05662269540165452,0.11820906348913983
-1,66,73,-0.128198569204888,4.072784315858115e-5
-1,66,103,-0.09270355894803495,0.004986239032518265
-1,66,136,-0.07998600650912652,9.006542638011429e-4
-1,66,215,-0.17063108657591494,2.528424496171152e-9
-1,66,258,-0.021984609066200374,0.4632048963754585
-1,66,275,-0.10620534104176244,0.00984367701039061
-1,66,394,-0.1941205801031208,2.500609692253388e-8
-1,66,410,-0.11198042048292844,1.401945691684345e-4
-1,66,435,-0.04473978176234607,0.13294151946448332
-1,66,441,0.018060356060642,0.4098452481178434
-1,66,449,-0.024785972083883428,0.30614682033264734
-1,66,467,-0.038664734804062614,0.1703311598293019
-1,66,490,-0.13289519506844438,6.658463327927075e-9
-1,66,537,-0.09443776970848786,0.058457435471837016
-1,66,624,-0.00835262035891975,0.6919105455960173
-1,66,625,-0.16271399797746314,7.190632289246401e-13
-1,66,650,0.05494706242306897,0.11274225250459466
-1,66,680,-0.043557999485389944,0.19596453986997778
-1,66,684,0.0400526980907129,0.031223882443572857
-1,66,688,-0.021937833272886773,0.5422864892389306
-1,66,694,-0.16569902128543526,7.989036802419631e-11
-1,66,696,-0.07577253424700038,0.00903951576823315
-1,66,750,0.048228761456996894,0.03630152739677748
-1,66,777,-0.14661944784962702,0.0011199029819969144
-1,68,17,-0.026081131653850596,0.05605165031377779
-1,68,50,0.007157934817292642,0.5864809690007029
-1,68,64,-0.03929940064440373,6.619680939233555e-5
-1,68,66,0.005636778725957069,0.3916314967861477
-1,68,73,-0.023157435597905358,0.05916286600062293
-1,68,103,-0.04364549039135246,3.861060058959903e-4
-1,68,136,-0.021047581945592093,0.030820871527630495
-1,68,215,-0.05550130183243608,1.1922148186618228e-6
-1,68,258,0.01630851026787415,0.17521800367798576
-1,68,275,-0.07399304277034953,1.4946138756055742e-5
-1,68,394,-0.09231000920419051,1.8453552804393187e-15
-1,68,410,-0.044005195956410316,4.277294384773701e-5
-1,68,435,-0.0186496768344295,0.14441039935465688
-1,68,441,0.011016334817737188,0.206056007425418
-1,68,449,-0.016824506378793905,0.07620443866923554
-1,68,467,-0.015492926102835335,0.17316872841255182
-1,68,490,-0.06401240348110916,8.684223907698022e-15
-1,68,537,-0.051335952868617064,0.015280921622056597
-1,68,624,0.001900775497072257,0.8249241664118742
-1,68,625,-0.06051832494195678,2.712208826872046e-14
-1,68,650,0.009627893528153431,0.4511818840825538
-1,68,680,0.01796525574994609,0.1572022983806594
-1,68,684,0.011817490495945316,0.11713276071685635
-1,68,688,-0.003750737480513734,0.7974018927980506
-1,68,694,-0.05711540082276553,4.887830428380501e-10
-1,68,696,-0.03393703999848686,0.0012558723305557595
-1,68,750,-0.01661309644431285,0.04897578788464807
-1,68,777,0.012235893193493292,0.48588973886839937
-1,73,17,0.11526968205147908,3.634035719438799e-7
-1,73,50,0.04992157493942909,0.00544070350099011
-1,73,64,-0.04822361407068671,8.524353969856655e-4
-1,73,66,-0.01563100017245066,0.08306675444269901
-1,73,68,0.0313602999492595,0.10712162548508891
-1,73,103,0.07262053740582096,6.301437797743042e-4
-1,73,136,-0.021008651546930518,0.15993098775072476
-1,73,215,0.033111586465268544,0.07488199036864876
-1,73,258,-0.015666107561573328,0.31621792917000247
-1,73,275,-0.018131530811558577,0.5315379745476648
-1,73,394,0.016065249986511723,0.4823185826387356
-1,73,410,0.10037657029561574,3.1309038017557635e-8
-1,73,435,-9.079337783304046e-4,0.9629510547588198
-1,73,441,0.021190389354554563,0.09255590070216342
-1,73,449,-0.0030825462031743535,0.8157776951545361
-1,73,467,0.01615764040006219,0.30817546960112735
-1,73,490,-0.08657459809392679,4.973299658514558e-11
-1,73,537,-0.09962474348899777,5.683230811041435e-4
-1,73,624,-0.012025812859247424,0.28090004675329844
-1,73,625,-0.06662250384212166,2.3483695638699135e-7
-1,73,650,0.007200908202863717,0.6611481217188904
-1,73,680,0.0667265312920528,7.228025126628288e-4
-1,73,684,-0.01975873903732549,0.03239504838737512
-1,73,688,-0.07522606289752454,1.0422264456547164e-4
-1,73,694,-0.08523813998178656,1.8013211969814855e-8
-1,73,696,0.001796452049718442,0.9171956594486157
-1,73,750,-0.01643118049188626,0.15845137246807575
-1,73,777,0.006648282788963409,0.7595702381890033
-1,103,17,0.06625447039139595,5.240795381267435e-4
-1,103,50,0.04046072478231966,0.01067588004887901
-1,103,64,-0.050908660454633076,1.998923628823205e-4
-1,103,66,-0.0075401350557690395,0.3587389808673177
-1,103,68,0.007429102966101676,0.6451766314389799
-1,103,73,0.06204557285010118,8.107632723900188e-4
-1,103,136,-0.05554985433860682,8.65083046583405e-5
-1,103,215,0.028515952486822562,0.1006404136903703
-1,103,258,-0.0018854942764115871,0.882726738784013
-1,103,275,-0.06909803456890216,0.003986632423305588
-1,103,394,-0.042815561446102386,0.03538475220475409
-1,103,410,0.03528843675755313,0.028315633716566063
-1,103,435,-0.010516360339235592,0.5437042417913074
-1,103,441,0.0032821168553134822,0.76868342447086
-1,103,449,-0.014038859012913726,0.19518692220316816
-1,103,467,-0.021031226262656886,0.13531813526914604
-1,103,490,-0.09190746888877609,2.3374964288541065e-14
-1,103,537,-0.03749635136259128,0.13462426526129465
-1,103,624,-0.006896586757161356,0.5090697166964788
-1,103,625,-0.05821133056511445,1.5811422864336773e-6
-1,103,650,-0.022099607018155963,0.1448962174883942
-1,103,680,0.018581002077895654,0.28000650389062953
-1,103,684,-0.028415380207436544,8.671323167857422e-4
-1,103,688,-0.08990028306245872,3.267094458605542e-7
-1,103,694,-0.08203584131643582,5.450197454290266e-9
-1,103,696,3.110612235910432e-4,0.9837231023667145
-1,103,750,-0.008617797650850897,0.4779626050331167
-1,103,777,-0.028519685580951866,0.1462858272709091
-1,136,17,0.044004589708501365,5.264914406864883e-4
-1,136,50,-0.028471420204046482,0.006675935020053028
-1,136,64,0.17008715776623254,1.8212524749246128e-38
-1,136,66,0.011866888007410408,0.0422570631140562
-1,136,68,0.0015540583144428236,0.8837721347702852
-1,136,73,0.047838648671380934,2.5968604985479935e-5
-1,136,103,0.012567421567465898,0.27011801191516366
-1,136,215,0.09051504119782355,3.044230543122599e-12
-1,136,258,0.04321981154619178,1.4439271293747143e-5
-1,136,275,0.21396543428066606,4.0731962793867657e-16
-1,136,394,0.10880672295080357,2.8236294787849118e-14
-1,136,410,0.02139582085620392,0.03987969984716108
-1,136,435,0.05764281995815171,6.772526029233858e-5
-1,136,441,0.024618050527173693,0.004719958363181189
-1,136,449,0.021514611376423853,0.010356389940292029
-1,136,467,0.018035547980187333,0.05011222220478128
-1,136,490,0.12087355526950648,1.1534695071519082e-25
-1,136,537,0.14003727267505536,1.536822039168713e-9
-1,136,624,-0.008564678995039047,0.20319554692663686
-1,136,625,0.1312079142236852,3.199895547413744e-30
-1,136,650,3.9916875437998603e-4,0.9677947276901284
-1,136,680,0.03196491335282531,0.00562888078102979
-1,136,684,0.006149520608473918,0.3473433622135068
-1,136,688,0.06777800823110611,9.082525737793723e-8
-1,136,694,0.18799140349367038,4.3318214856986046e-40
-1,136,696,0.057079804994260415,7.158058706423577e-7
-1,136,750,-0.0060846072687086574,0.4764376641148277
-1,136,777,0.010136902110611705,0.45234389328449
-1,215,17,0.10854659009753115,7.356655136623762e-12
-1,215,50,-0.01331660766369452,0.29654585959649993
-1,215,64,0.08766744361279877,6.931109374328335e-11
-1,215,66,-0.023636394684915865,0.0010803551696444366
-1,215,68,-0.04161787347778454,8.072467984904044e-4
-1,215,73,0.0749108895773477,2.11779708464809e-7
-1,215,103,0.04659236996159668,0.0015565369166751137
-1,215,136,0.07837277711365406,2.2342580884780546e-8
-1,215,258,-0.013268776563259371,0.22672164235920206
-1,215,275,0.1475862912884674,1.0037057454155712e-9
-1,215,394,0.09167157955070437,9.491302893465183e-8
-1,215,410,0.04462614981534286,7.111715024431193e-4
-1,215,435,-0.0076279515287319575,0.5766205714076214
-1,215,441,0.0031195700521821144,0.7366054313534431
-1,215,449,-0.0051957959159326175,0.5863077789063845
-1,215,467,-0.0062500491396726395,0.5785472257427002
-1,215,490,0.05614069351243806,4.516495741036175e-6
-1,215,537,0.06411673089059199,0.005664366916119663
-1,215,624,-0.03737066421600297,4.000465634575026e-6
-1,215,625,0.03917394377502297,0.0011239827499579889
-1,215,650,-0.03035199753114735,0.014115171649530595
-1,215,680,0.0460307869862345,9.536672947426169e-4
-1,215,684,-0.023931699353197965,3.0429531638037844e-4
-1,215,688,-0.05360326880067145,3.169079993257741e-4
-1,215,694,0.10419537705433074,3.469905765421831e-12
-1,215,696,0.016390856166728984,0.21099659742341384
-1,215,750,-0.024686019942282564,0.006470818045551203
-1,215,777,0.06770703998746551,1.4206578344797444e-4
-1,258,17,-0.007206204688508903,0.6900559977413045
-1,258,50,-0.03224822621663238,0.060589310543685104
-1,258,64,0.010328920477417371,0.4591166932903389
-1,258,66,0.016830953063575096,0.04417040192757017
-1,258,68,0.07925808167496612,4.411374813059122e-6
-1,258,73,-0.005748020738193292,0.7236597007950836
-1,258,103,-0.01916325563971992,0.25376841250827353
-1,258,136,0.01713432709266442,0.2249443669022895
-1,258,215,-0.037829583495844456,0.012146133882834394
-1,258,275,-0.06481308961004775,0.005526698517632793
-1,258,394,-0.045180478080107694,0.013597957852862877
